id,Completed,Last page seen,Start language,Token,Date last action,Date started,IP address,DemP,DemR,RID,Weight,Weight2,Mobile device,Tablet device,SGENDER,IBIRTHYEAR,IAGEGROUPSET1,IAGEGROUPSET2,IAGEGROUPSET3,IAGEGROUPSET4,IAGEGROUPSET5,DemPC,COUNTRY,RESPONDENT,Q4 [1],Q4 [2],Q4 [3],Q4 [4],Q4 [5],Q4 [6],Q4 [7],Q4 [8],Q4 [9],Q4 [10],Q20x1 [1],Q20x1 [2],Q20x1 [3],Q20x2 [1],Q20x2 [2],Q20x2 [3],Q20x3 [1],Q20x3 [2],Q20x3 [3],Q20x4 [1],Q20x4 [2],Q20x4 [3],Q24,Q25
905,2023-07-04 15:35:54,4,en,,2023-07-04 15:35:54,2023-07-04 15:23:35,,,,83e7e6f2-602c-5a6f-3bfd-d2cc2ad19d35,1,1,N,N,Male,1972,,,,,,70351,3,1,,,,,,,,,,,XXL,Sportshoppen,Stadium,Stadium,Adidas,Nike,Stadium,Teamsportia,Sportshoppen,Adidas,Nike,Zalando,,Vet ej
906,2023-07-04 15:38:18,4,en,,2023-07-04 15:38:18,2023-07-04 15:24:10,,,,bf6d6d5a-13d7-3bd0-7555-59463b3c93bd,1,1,N,N,Female,1969,,,,,,4631,2,1,XXL,Intersport,Stormberg,,,,,,,,Fjellreven,Ingen,Ingen,Adidas,Nike,Hooka,Ingen,Ingen,Ingen,Adidas,Nike,Hooks,Gjør det nå,Fortsette slik de gjør
907,2023-07-04 15:41:30,4,en,,2023-07-04 15:41:30,2023-07-04 15:25:00,,,,f78a2f62-e110-a7fe-566d-1ba119bb0cf8,1,1,N,N,Female,1959,,,,,,43230,3,1,xxl,sportex,,,,,,,,,Salomon,Haglöfs,the north face,vet ej,vet ej,vet ej,ej,ej,ej,adidas,craft,8848,bättre utbud,"bättre utbud dam ,barn"
908,2023-07-04 15:33:30,4,en,,2023-07-04 15:33:30,2023-07-04 15:25:17,,,,46e403e7-7163-c7e4-20e8-37cfc99bf879,1,1,N,N,Male,1959,,,,,,1555,2,1,xxl,,,,,,,,,,Fjellsko,Fjellsko,Fjellsko,ingen,ingen,ingen,ingfenb,ingen,ingen,ingen,ingen,ingen,lavere priser,jeg er fornøyd
909,2023-07-04 15:32:32,4,en,,2023-07-04 15:32:32,2023-07-04 15:25:53,,,,d6081fa2-a10c-8fbf-d4ad-2b23c7674956,1,1,N,N,Female,1991,,,,,,38774,3,1,Nike,Puma,Reebok,,,,,,,,Reebok,Vet inte,Vet inte,Nike,Puma,Vet inte,Vet inte,Ingen anning,Vet ej,Puma,Reebok,Nike,Bättre priser,Vet inte
910,2023-07-04 15:45:09,4,en,,2023-07-04 15:45:09,2023-07-04 15:26:10,,,,821d5d68-38e5-aff8-2567-693622ea3d8b,1,1,N,N,Male,1995,,,,,,17675,3,1,Stadium,Xxl,Decathlon,,,,,,,,Haglöf,Peak,Canasta goose,Adidas,Nike,Reebook,Vet ej,Vet ej,Vet ej,Adidas,Asics,Nike,Bättre utbud och bättre priser,Mer utbud
911,2023-07-04 15:42:12,4,en,,2023-07-04 15:42:12,2023-07-04 15:26:11,,,,6429daad-2be9-4f43-f5a2-ee02fc7fd436,1,1,N,N,Male,1970,,,,,,16341,3,1,XXL,Intersport,Stadium,Sportia,,,,,,,Vet ej,Vet ej,Vet ej,Nike,Adidas,CCM,Craft,Scott,Vet ej,Nike,Adidas,Puma,Handlar nog redan mer från XXL,Bättre personal
912,2023-07-04 15:51:48,4,en,,2023-07-04 15:51:48,2023-07-04 15:26:25,,,,19883baa-2010-fe61-4ca5-0fa35e67c05d,1,1,N,N,Female,1983,,,,,,56433,3,1,,,,,,,,,,,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,,vet ej
913,2023-07-04 15:36:17,4,en,,2023-07-04 15:36:17,2023-07-04 15:26:43,,,,117aea55-4a21-8b3e-a75a-de5136bbb5cb,1,1,N,N,Male,1971,,,,,,93236,3,1,Xxl,,,,,,,,,,Haglöfs,Vet inte,Ingen aning,Under armour,Nike,Afdidas,Fisher,Head,Völkl,Nike,Adidas,Puma,Pris,Låga priser
914,2023-07-04 16:04:40,4,en,,2023-07-04 16:04:40,2023-07-04 15:29:16,,,,9c76ab2d-0215-8cfa-ab22-9f5dcfc6fdf9,1,1,N,N,Female,1960,,,,,,42531,3,1,Sportia,Team Sportia,Xxl,Stadium,Team sportia,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Inget
915,2023-07-04 15:43:15,4,en,,2023-07-04 15:43:15,2023-07-04 15:29:31,,,,d74e49be-c8c2-71e1-93b1-7d653c223722,1,1,N,N,Male,1972,,,,,,55447,3,1,xxl,,,,,,,,,,ok,ok,bra,nike,ok,bta,samomon,ok,bra,wko,eko,adidas,bättre skor mindre svin dyrt,skor
916,2023-07-04 15:40:37,4,en,,2023-07-04 15:40:37,2023-07-04 15:29:58,,,,f3260a18-08bc-4b58-e217-3e0d015decc2,1,1,N,N,Male,1974,,,,,,25248,3,1,Xxl,,,,,,,,,,Addidas,Nike,Vet ej,Addudas,Nike,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet eh,Vet ej,Billigare,Mer variationer
917,2023-07-04 16:17:00,4,en,,2023-07-04 16:17:00,2023-07-04 15:30:26,,,,73a1dd6b-7004-196d-7c64-e98ae13c8ef7,1,1,N,N,Female,1989,,,,,,89340,3,1,Intersport,Stadium,Outnorth,Naturkompaniet,XXL,,,,,,Pantagonia,Astrid Wild,Fjällräven,Hooka,?,?,Fisher,?,?,Hooka,?,?,Jag vet faktiskt inte. Har närmare relation till andra butiker,Kan inte komma på nåt just nu
918,2023-07-04 15:38:07,4,en,,2023-07-04 15:38:07,2023-07-04 15:30:38,,,,6f8e1999-7bc1-4405-1e96-2da5c39f4604,1,1,N,N,Male,2002,,,,,,33593,3,1,Stadium,,,,,,,,,,Vet ej,Vet ej,Vet ej,Nike,Nike,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Priserna,Vet ej
919,2023-07-04 15:39:56,4,en,,2023-07-04 15:39:56,2023-07-04 15:30:52,,,,e40c625e-1fe4-ca35-c951-5627138c99c1,1,1,N,N,Female,1985,,,,,,5130,2,1,sport1,,,,,,,,,,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingenq,ingen,ingen,ingen,ine,behandle sine ansatte bedre,bedre kvalitet på varene
920,2023-07-04 16:02:59,4,en,,2023-07-04 16:02:59,2023-07-04 15:32:06,,,,0c8b7795-5c98-374a-4f9a-43a027e85976,1,1,N,N,Male,2005,,,,,,25244,3,1,Unisport,Zalando,,,,,,,,,Skor,Kläder,Utrustning,Kläder,Skor,Glasögon,Kläder,Glasögon,Cyklel,Kläder,Skor,Sportiga kläder,Fotboll skor,Bättre pris
921,2023-07-04 15:48:30,4,en,,2023-07-04 15:48:30,2023-07-04 15:33:18,,,,d9f8da2e-1d8c-7f21-3c21-eed3da49f4c1,1,1,N,N,Female,1957,,,,,,45894,3,1,Ullared,,,,,,,,,,Team sportia,Ullared,Dressman,Team sportia,Stadium,Ullared,Ullared,Team sportia,Stadium,Stadium,Team sportia,Ullared,Om de inte låg så långt bort,Fler varuhus
922,2023-07-04 15:53:54,4,en,,2023-07-04 15:53:54,2023-07-04 15:33:27,,,,08ad0a58-cfd4-a05f-6957-3e860b0328c4,1,1,N,N,Female,1961,,,,,,1337,2,1,Sport outlet,Xxl,Intersport,Sport 1,Antonsport,Fjellsport,Get inspired,,,,Skogstad,Sport 1,Viking,Hoka,Kari traa,Johaug,Garmin,Nortug,Westin,Hoka,Kari traa,Sport 1,Tilgang til merker og bedre kundeservice,"Ivareta kunder på en bedre måte, opplever fraværende kundeservice når jeg besøket de,bedre tilgang til merker jeg bruker"
923,2023-07-04 16:01:34,4,en,,2023-07-04 16:01:34,2023-07-04 15:33:35,,,,b6a660f5-8816-dc2f-7bfa-548d1eab666a,1,1,N,N,Male,2002,,,,,,26872,3,1,Stadium,Intersport,XXL,Stadium outlet,Stadium +,,,,,,Adidas,Nike,Revolution race,Adidas,Nike,Stronger,Dope,Revolution race,Soc,Revolution race,Nike,Adidas,Om personalen blev trevligare. Bra märken med bra hållbarhet,Förbättra sin personal samt köpa in och sälja bättre produkter med bättre hållbarhet
924,2023-07-04 17:20:18,4,en,,2023-07-04 17:20:18,2023-07-04 15:33:38,,,,d98db7a3-5c97-0ae1-50ac-83a61726a23f,1,1,N,N,Female,2001,,,,,,1526,2,1,Nike,,,,,,,,,,Xxl,Nik,Adidas,Kike,Adidas,Xxl,Xxl,Sport1,Sportoutlet,Adidas,Nike,Puma,Mindre butikk,Gjøre om butikken så det tar kortere tid å gå igjennom
925,2023-07-04 16:09:38,4,en,,2023-07-04 16:09:38,2023-07-04 15:34:07,,,,43ac330d-461f-f775-6802-0787436ea2f6,1,1,N,N,Male,1966,,,,,,2019,2,1,Xxl,Outlet,,,,,,,,,Fjellreven,Sweed mont,Ingen,Assics,Hooka,Ingen,Rossignol,Head,Spider,Ecco,Levis,Ingen,Butikk nærme,De dekker mine behov helt fint
926,2023-07-04 15:55:37,4,en,,2023-07-04 15:55:37,2023-07-04 15:36:08,,,,2bc43d54-8449-5f41-165b-09ef0ed67acb,1,1,N,N,Female,1963,,,,,,73140,3,1,Intersport,Stadium,Xxl,,,,,,,,Vet ej,Vet ej,Vet ej,Nike,Adidas,Vet ej,Vet ej,Vet ej,Vet ej,Nike,Adidas,Vet ej,Samma utbud med billigare priser,Bättre utbud av varor
927,2023-07-04 15:43:44,4,en,,2023-07-04 15:43:44,2023-07-04 15:37:09,,,,8cd5f5b8-4259-3325-11b7-c1fe9d2ac75a,1,1,N,N,Male,1973,,,,,,0010,2,1,xxl,,,,,,,,,,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,ingen,gratis varer,alt
928,2023-07-04 15:52:37,4,en,,2023-07-04 15:52:37,2023-07-04 15:37:19,,,,7783daea-1d41-b38f-51e5-eea8ded29370,1,1,N,N,Female,1984,,,,,,24138,3,1,Oulet,Interaport,Stadium,,,,,,,,Xxl,Natur kompaniet,Vet inte,Stadium outlet,Intersport,Xxl,Intersport,Studium,Xxl,Nike,Stadium,Intersport,Bättre priser,Bättre utbud och priser
929,2023-07-04 15:49:26,4,en,,2023-07-04 15:49:26,2023-07-04 15:38:47,,,,7c31f597-4650-c4c9-f598-c11a90638342,1,1,N,N,Male,1963,,,,,,41457,3,1,inga,,,,,,,,,,inget,inga,inga,inget,inga,inga,inget,inga,inga,inget,inga,inga,Skulle bara handla hos inga,Sluta luras med att ha fake priser
930,2023-07-04 16:02:54,4,en,,2023-07-04 16:02:54,2023-07-04 15:38:48,,,,b9c7ff38-60c1-ced3-0337-cbec9e0084a7,1,1,N,N,Male,1958,,,,,,21755,3,1,Stadium,Intersport,,,,,,,,,Naturkompaniet,Xl,Stadium,Stadium,Intersport,Xl,Xl,Stadium,Intersport,Stadium,Intersport,Xl,Billigaste varor,Billigare
931,2023-07-04 15:55:31,4,en,,2023-07-04 15:55:31,2023-07-04 15:40:21,,,,2c0992f7-866f-d097-cdf8-a6221e11636d,1,1,N,N,Male,1990,,,,,,38663,3,1,intersport,,,,,,,,,,nike,addidas,hm,addidas,nike,hm,addidas,nike,hm,addidas,nike,vet ej,bättre priser,bli billigare
932,2023-07-04 15:49:55,4,en,,2023-07-04 15:49:55,2023-07-04 15:40:25,,,,6e526816-ff50-4c94-8019-5c79e08911f7,1,1,N,N,Female,1973,,,,,,19248,3,1,Decathlon,,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet wj,Vet ej,Vet ej,Större utbud,Vet ej
933,2023-07-04 16:05:53,4,en,,2023-07-04 16:05:53,2023-07-04 15:41:01,,,,08f25af9-db95-0c5c-20f6-6ed9a9d03467,1,1,N,N,Male,1983,,,,,,21552,3,1,Stadium,,,,,,,,,,Zalando,Stadium,Hm,Zalando,Stadium,Hm,Zalandom,Stadium,Hm,Zalando,Stadium,Hm,Ingenting,"Bra pris,  erbjudande,"
934,2023-07-04 16:00:32,4,en,,2023-07-04 16:00:32,2023-07-04 15:41:30,,,,656b84e6-8b8c-b17b-b9e9-b040886a757c,1,1,N,N,Female,1975,,,,,,60597,3,1,Stadium,Inter sport,Naturkompaniet,XXL,,,,,,,Helly hansen,Fjällräven,Haglöf,Salming,Röhnish,Asics,Salming,Cresent,Fisher,Nike,Asics,DOM,Fler bra erbjudnde,Vet ej
935,2023-07-04 15:55:14,4,en,,2023-07-04 15:55:14,2023-07-04 15:42:51,,,,9886e91a-5c74-f520-5415-ddadce6cadf9,1,1,N,N,Female,1966,,,,,,46234,3,1,Stadium,Intersport,Team sportia,,,,,,,,Fjällräven,Heller hansen,Vet ej,Adidas,Nike,Vet ej,Vet ej,Vet ej,Vet ej,Adidas,Nike,Vet ej,Onget i dagsläget,Jag vet inte då jag är mycket nöjd med Stadium
936,2023-07-04 16:09:08,4,en,,2023-07-04 16:09:08,2023-07-04 15:42:52,,,,30be4b6f-d222-5786-6c60-7f95813d3cb8,1,1,N,N,Male,1966,,,,,,13149,3,1,CXL,Stadium,,,,,,,,,Salomon,Vet ej,Vet ej,Adidas,Nike,Reebok,Salomon,Rayban,Vet ej,Adidas,Nike,Ellesse,"Att ha behov och billigare priser,",Billigare priser.
937,2023-07-04 15:48:09,4,en,,2023-07-04 15:48:09,2023-07-04 15:43:10,,,,aa5723df-bc4f-c3e1-85d0-177c9a525245,1,1,N,N,Male,2000,,,,,,4343,2,1,disel,jrft,wfwf,fwef,wfe,wfew,efw,efw,,,ed,wedwd,dewd,wded,dwed,dwe,wdew,edwd,we,wde,dew,edw,wdew,dewd
938,2023-07-04 18:04:36,4,en,,2023-07-04 18:04:36,2023-07-04 15:44:27,,,,02970e09-0a3f-c463-5306-3abc9a5992ed,1,1,N,N,Female,1986,,,,,,53473,3,1,,,,,,,,,,,Adidas,Aimin,Stronger,Adidas,Nike,Stronger,Adidas,Stronger,Aimin,Aimin,Stronger,Adidas,,Känner inte till dem så väl. Bättre reklam för veta mer vad de har för produkter
939,2023-07-04 16:09:34,4,en,,2023-07-04 16:09:34,2023-07-04 15:44:55,,,,ffe0f438-00b9-13e4-3237-c0cb51a9fea2,1,1,N,N,Male,2000,,,,,,14746,3,1,declarton,stadium,,,,,,,,,Nike,Amazon,Addidas,Dechlarton,Stadium,Stadium outlet,Dechlarton,Stadium,Stadium outlet,zalando,staddium,intersport,declarton,kanske mer sportiga kläder
940,2023-07-04 15:55:36,4,en,,2023-07-04 15:55:36,2023-07-04 15:45:08,,,,95bc3783-d54b-f7a5-6e8c-0397ffb63a69,1,1,N,N,Female,1983,,,,,,14161,3,1,Intersport,Stadium,Xxl,,,,,,,,Naturkompaniet,Stadium,Intersport,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Billigare priser,Bättre priser
941,2023-07-04 15:55:08,4,en,,2023-07-04 15:55:08,2023-07-04 15:45:11,,,,fa0a9663-2184-5d08-ce6c-a2214da3c5fd,1,1,N,N,Female,2003,,,,,,2008,2,1,XXL,Sport1,,,,,,,,,ingen,vet ikke,ingen,ingen,ingen,ingen,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,"Ingenting, har alt jeg behøver"
942,2023-07-04 16:10:36,4,en,,2023-07-04 16:10:36,2023-07-04 15:46:14,,,,3c813a0b-0610-fbb6-5304-0eaaf16af8e1,1,1,N,N,Female,1971,,,,,,41720,3,1,Outnorth,Friluftsmagasinet,,,,,,,,,Aclima,Keen,John Field,Röhnisch,Arena,PelleP,Salomon,Vet ej,Vet ej,PelleP,Craft,Amundsen,Outnorth har en svår sökmotor på sin sida. Jag visste inte att xxl hade en webshop.,Bli mindre anonyma och ha mer ordning i butiken.
943,2023-07-04 16:06:49,4,en,,2023-07-04 16:06:49,2023-07-04 15:46:27,,,,7e7c07ce-b8cc-c9c5-aec1-3357f9fe4521,1,1,N,N,Female,1973,,,,,,38634,3,1,Intersport,Stadium,Xxl,Sportamore,Haglöfs,Stadium outlet,,,,,Vet ej,Vet ej,Vet ej,Asics,Hooka,Craft,Trek,Vet ej,Vet ej,Craft,Peak performance,Soc,Inget,Vet ej
944,2023-07-04 15:59:47,4,en,,2023-07-04 15:59:47,2023-07-04 15:46:43,,,,4b3275ca-057d-b977-e0c5-4119824cfb56,1,1,N,N,Male,1991,,,,,,1617,2,1,Xxl,Sport outlet,Sportmann,,,,,,,,Musto,Berhans,Holly Hansen,Adidas,Nike,Puma,Garmin,Merida,Dbs,Adidas,Musto,Pellegrini p,Pris,Kundeveiledning
945,2023-07-04 18:05:40,4,en,,2023-07-04 18:05:40,2023-07-04 15:46:55,,,,59336389-c8e7-b16e-e186-5718faa8075b,1,1,N,N,Female,1997,,,,,,42944,3,1,fyl,lfyil,sryj,,,,,,,,ryuki,",tu",mdgj,"fh,j","fh,","f,h","f,c",",j",thrsh,shrt,srth,sth,kfyu,fyu rsyj  wjw6 j jw
946,2023-07-04 15:57:15,4,en,,2023-07-04 15:57:15,2023-07-04 15:47:13,,,,d0628ef8-ba1c-6c93-a6f7-ba494702bd18,1,1,N,N,Male,1989,,,,,,3160,2,1,xxl,,,,,,,,,,adiass,kari taa,vet ikke,kari taa,ingen,ingen,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,alt,alt
947,2023-07-04 15:57:42,4,en,,2023-07-04 15:57:42,2023-07-04 15:48:22,,,,4463115e-a791-ce51-b151-2548dfc25ac2,1,1,N,N,Male,2000,,,,,,0010,2,1,amogus,impostor,sus,,,,,,,,amogus,impostor,sus,sus1,imposter,amogusus,Susus,adoras,impostorus,Susimpostr,impostrsusamogus,adorassus,amogus,блять нахуй сука
948,2023-07-04 20:35:31,4,en,,2023-07-04 20:35:31,2023-07-04 15:49:07,,,,a43f10d4-d764-b37a-eddb-24141eb83a23,1,1,N,N,Male,1962,,,,,,66930,3,1,Stadium,Intersport,XXL,,,,,,,,Nike,Addidas,Notrhface,Nike,Addids,Timbaland,Vej ej,Vet ej,Vet ej,Nike,Addidas,Timbaland,Bättre läge och att jag behöver någonting nytt,Ligga bättre till
949,2023-07-04 16:01:57,4,en,,2023-07-04 16:01:57,2023-07-04 15:49:07,,,,e0aec4cc-0fa6-67c1-7cc3-f0855179f020,1,1,N,N,Male,1976,,,,,,2770,2,1,XXL,Intersport,,,,,,,,,HH,Fjellreven,Salomon,Nike,Adidas,Vet ike,Ingen,Ingen,Ingen,Adidas,Nike,Vet ikke,Pris,Vet ikke
950,2023-07-04 16:01:04,4,en,,2023-07-04 16:01:04,2023-07-04 15:49:09,,,,0a40fe92-5340-5f42-929d-ca6b5611ac0e,1,1,N,N,Female,1985,,,,,,11324,3,1,Xxl,Outnorth,Naturkompaniet,Ahlewalds,,,,,,,Haglöfs,Vet ej,Vet ej,Adidad,Röhnish,Nike,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej
951,2023-07-04 16:12:46,4,en,,2023-07-04 16:12:46,2023-07-04 15:49:34,,,,94c2c4a0-3d42-7a72-07af-f0e9ca39fb51,1,1,N,N,Female,1962,,,,,,59170,3,1,Team Sportia,Stadium outlet,Intersport,Sportbutiken,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet vej,Hetcej,Vet ej,Vet ej,Vet ej,Vet inte,Vet inte
952,2023-07-04 16:05:40,4,en,,2023-07-04 16:05:40,2023-07-04 15:50:00,,,,2d69fd4d-857a-3565-ad42-c942093162b3,1,1,N,N,Female,1963,,,,,,62448,3,1,Stadium,Intersport,XXXL,,,,,,,,Engelson,XXXL,Stadium,Stadium,Intersport,Team sportia,Stadium,Intersport,Team Sportia,Stadium,Intersport,Team sportia,Stadium,Vet ej
953,2023-07-04 16:00:39,4,en,,2023-07-04 16:00:39,2023-07-04 15:51:52,,,,dc3fe880-d54d-8bca-ec8f-dc140ad02462,1,1,N,N,Female,1981,,,,,,50330,3,1,Stadium,,,,,,,,,,Vet inte,Vet inte,Vet knte,Stadium,Intersport,Vet inte,5,5,5,Stadium,Stadium,Stadium,Om de fanns i min stad...,Flytta närmare än 15 mil...
954,2023-07-04 16:04:18,4,en,,2023-07-04 16:04:18,2023-07-04 15:53:42,,,,eaf8b009-df4a-fe1a-2b06-84d3d53827e0,1,1,N,N,Male,1964,,,,,,61160,3,1,,,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,,Sälja sådant jag vill ha
955,2023-07-04 16:06:02,4,en,,2023-07-04 16:06:02,2023-07-04 15:54:17,,,,93d5f024-48f9-34ef-112b-c4fed4c1d0e0,1,1,N,N,Male,1964,,,,,,1816,2,1,Xxl,Anton,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Usikker,Usikker
956,2023-07-04 16:06:27,4,en,,2023-07-04 16:06:27,2023-07-04 15:55:50,,,,cfddc4a6-3bcb-e85c-0ea9-f0f64b24c23d,1,1,N,N,Female,1994,,,,,,59542,3,1,Stadium outlet,,,,,,,,,,Et ej,Vet ej,Vet ej,Nike,Asics,Vet eh,Vetc,Ej,?,Nike,Adidas,Vet ej,Bättre utbuds,Verven
957,2023-07-04 16:05:32,4,en,,2023-07-04 16:05:32,2023-07-04 15:55:53,,,,a5aecbbf-4a3a-e457-7db0-ff859d7ab625,1,1,N,N,Male,2001,,,,,,4818,2,1,,,,,,,,,,,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,,vet ikke
958,2023-07-04 16:04:37,4,en,,2023-07-04 16:04:37,2023-07-04 15:57:01,,,,316b5b22-f848-59b0-b82d-6f4021b107bc,1,1,N,N,Male,2004,,,,,,18362,3,1,Stadium,XXL,Intersport,,,,,,,,Fjällräven,Haglöfs,Lundhags,Nike,Adidas,Puma,Vet ej,Vet ej,Vet ej,Nike,Adidas,Puma,Lägre priser.,Sänka priserna.
959,2023-07-04 16:04:10,4,en,,2023-07-04 16:04:10,2023-07-04 15:57:14,,,,c007c264-91b7-f38e-c36b-f62ca68415f9,1,1,N,N,Male,1958,,,,,,21231,3,1,Gruko,Smirf,,,,,,,,,Guns & Blood,Death,Animal Killer,sko,sko2,sko3,hue,due,tree,fiff,giff,riff,vet ej,vet
960,2023-07-04 16:10:56,4,en,,2023-07-04 16:10:56,2023-07-04 15:57:18,,,,dfddf02a-40fc-f3bd-0e25-c4f64400cfd6,1,1,N,N,Male,1962,,,,,,15163,3,1,Intersport,,,,,,,,,,Adidas,Nike,Birkenstock,Adidad,Nike,Ccm,Inger,Inget,Inget,Adidas,Inget,Inget,Inget,Vet ej.
961,2023-07-04 16:09:02,4,en,,2023-07-04 16:09:02,2023-07-04 15:57:25,,,,1255fadf-f0d6-43e2-90d0-ce7e53731645,1,1,N,N,Female,1986,,,,,,30293,3,1,Team Sportia,Intersport,Stadium,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej
962,2023-07-04 16:06:00,4,en,,2023-07-04 16:06:00,2023-07-04 15:58:23,,,,f37367b3-6321-7161-a0bc-53584d329e2e,1,1,N,N,Male,1995,,,,,,19470,3,1,Många,,,,,,,,,,Vet ej,Vet ej,Vet ej,Er en,Vet ej.,Eobus,Jejki,Zgudno,Fervi,Sj,Sn,Hopsp,Bättre sortiment och coolare butiker,Vet ej
963,2023-07-04 16:16:47,4,en,,2023-07-04 16:16:47,2023-07-04 15:58:37,,,,b560d735-1c28-c928-b33a-e34bdc32d0e1,1,1,N,N,Female,1963,,,,,,13635,3,1,Xxl,Intersport,Decathlon,Stadium,,,,,,,Decathlon,Xxl,Hm,Hm,Intersport,Xxl,Xxl,Decathlon,Gekås,Nike,Adidas,Puma,Billigare priser,Ha stora storlekar
964,2023-07-04 16:06:59,4,en,,2023-07-04 16:06:59,2023-07-04 15:59:22,,,,481abcd2-7240-5e07-c9dd-88316d5e9e30,1,1,N,N,Male,,,,,,,79330,3,1,intersport,stadium,,,,,,,,,vet ej,vet ej,vet ej,nike,adidas,rebook,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,"bättre erbjudanden, cashback på refunder"
965,2023-07-04 16:11:07,4,en,,2023-07-04 16:11:07,2023-07-04 15:59:29,,,,0177e8a8-e151-97e6-b3a7-dc5cf9d06535,1,1,N,N,Female,1958,,,,,,89430,3,1,Xxl,Stadium,,,,,,,,,Inget köper aldrig sportkläder,Ingen,Ingen,Ingen köper aldrig,Spotar ej,Inget,Ingen,Sportar inte,Lat,Ingen,Inte intresserad,Lat,Ingenting,Vet ej har aldrig besökt
966,2023-07-04 16:20:19,4,en,,2023-07-04 16:20:19,2023-07-04 16:00:02,,,,7781ea56-952c-1039-5259-deaaec1a69a1,1,1,N,N,Male,1990,,,,,,44295,3,1,Xxl,Stadium,,,,,,,,,Hm,Stadium,Pizza,Hm,Zalando,Stadium,Hm,Stadium,Zalando,Hm,Zalando,Stadium,Pris,Utbud
967,2023-07-04 16:16:55,4,en,,2023-07-04 16:16:55,2023-07-04 16:00:02,,,,520d5341-d0e2-ad29-de4e-6726e890dcdc,1,1,N,N,Female,1964,,,,,,41276,3,1,stadium,sportshop,,,,,,,,,didriksson,vet ej,vet ej,vet ej vet ej,vet ej,vet ej,vet ej,vet ej,vet ej,didriksson,didriksson,didriksson,bra priser,sänka priserna
968,2023-07-04 16:20:08,4,en,,2023-07-04 16:20:08,2023-07-04 16:01:05,,,,0f423d48-a162-8384-8747-0969b19f47a1,1,1,N,N,Female,1958,,,,,,71692,3,1,Intersport,Stadium,,,,,,,,,Adidas,Vet ej,vet ej,Adidas,vet ej,vet ej,Skeppshult cykel,vet ej,Vet ej,Adidas,Vet ej,Vet ej,Kundservice,Kundservice
969,2023-07-04 16:13:36,4,en,,2023-07-04 16:13:36,2023-07-04 16:01:23,,,,773d4a03-a399-9eb4-ee0c-7e16cc4e2b99,1,1,N,N,Male,1970,,,,,,0030,2,1,Sport1,Xxl,Intersport,,,,,,,,Sdidas,Nike,Puma,Adidas,Puma,Nike,Dbs,T,Q,A,B,C,Priser,Flere butikker
970,2023-07-04 16:12:25,4,en,,2023-07-04 16:12:25,2023-07-04 16:01:41,,,,6cdd4c01-c724-936c-0e0e-78f67de4379f,1,1,N,N,Male,1980,,,,,,15152,3,1,Stadium,,,,,,,,,,intersport,stadium,amazon,intersport,Jdsport,Shein,intersport,stadium,XXL,stadium,Shein,Biltema,STADIUM,Hämta srolekar för mig (Medium)
971,2023-07-04 16:24:42,4,en,,2023-07-04 16:24:42,2023-07-04 16:04:02,,,,768746bf-6ebc-c2d6-54b0-72ac63088225,1,1,N,N,Male,2000,,,,,,87031,3,1,,,,,,,,,,,Nike,Adidas,Diari,Team Sportia,NBGaming,Hockeygear,Skistore,Skidshop,Skistart,NaturKompaniet,SportHopenoutlet,Engelsons,,Lägre priser och snabbare leverans
